"gene_name","point_est","p","fdr"
"sgSafe1",0.536555418785568,0.2,0.279047619047619
"sgSafe10",0.253705624375546,0,0
"sgSafe11",0.333678779497223,0,0
"sgSafe12",0.437160328500473,0.2,0.279047619047619
"sgSafe13",0.37352449418848,0.6,0.643956043956044
"sgSafe14",0.389399730740974,0.2,0.279047619047619
"sgSafe15",0.321425267473388,0,0
"sgSafe16",0.247222684048368,0,0
"sgSafe17",0.301750239665621,0.8,0.819580419580419
"sgSafe18",0.380309546833281,0.4,0.480327868852459
"sgSafe19",0.321769601734692,0.4,0.480327868852459
"sgSafe2",0.433335753769078,0.2,0.279047619047619
"sgSafe20",0.374792580898992,0.2,0.279047619047619
"sgSafe21",0.416023542410589,0.6,0.643956043956044
"sgSafe22",0.295908229649193,0,0
"sgSafe23",0.326387046022765,0.2,0.279047619047619
"sgSafe24",0.217288378475597,0.4,0.480327868852459
"sgSafe25",0.495078961274738,0.6,0.643956043956044
"sgSafe26",0.370684675158526,0.4,0.480327868852459
"sgSafe27",0.550096523885599,0.8,0.819580419580419
"sgSafe28",0.238293800987449,1,1
"sgSafe29",0.191815068919381,0.4,0.480327868852459
"sgSafe3",0.467137827054784,0.6,0.643956043956044
"sgSafe30",0.32240116220721,0.6,0.643956043956044
"sgSafe31",0.192232246410614,0.6,0.643956043956044
"sgSafe32",0.419222475203148,1,1
"sgSafe33",0.269557270004647,1,1
"sgSafe34",0.284365216734792,0.4,0.480327868852459
"sgSafe35",0.231420165050182,0.4,0.480327868852459
"sgSafe36",0.514851376607801,0.6,0.643956043956044
"sgSafe37",0.240286240897756,0.6,0.643956043956044
"sgSafe38",0.404119884354102,1,1
"sgSafe39",0.18294678522532,0.8,0.819580419580419
"sgSafe4",0.453448522270405,0.4,0.480327868852459
"sgSafe40",0.355007026660584,0.6,0.643956043956044
"sgSafe41",0.413171520021212,0,0
"sgSafe42",0.307869513657619,0.8,0.819580419580419
"sgSafe5",0.408473970969142,0.6,0.643956043956044
"sgSafe6",0.216562140026527,0.8,0.819580419580419
"sgSafe7",0.350976127084601,0.8,0.819580419580419
"sgSafe8",0.427424424750424,0.6,0.643956043956044
"sgSafe9",0.310826309768636,0.6,0.643956043956044
