"guide","point_est","gene_name","lower_ci","upper_ci","p_onetail","p_twotail","fdr"
"Ift140_3",0.958452679786624,"Ift140",0.894828345189637,1.04723569530036,0.1,0.2,0.38320987654321
"Ift80_1",0.98156812561633,"Ift80",0.90700528634226,1.04289317098039,0.2,0.4,0.580186915887851
"Ift80_2",0.964846119917505,"Ift80",0.919601721718568,1.03934314475764,0.1,0.2,0.38320987654321
"Ift80_3",1.04950864598263,"Ift80",0.961054021295673,1.14669792239344,0.2,0.4,0.580186915887851
"Ing1_1",1.10888178539774,"Ing1",0.983068145078122,1.26908900483145,0.1,0.2,0.38320987654321
"Ing1_2",1.05657793028055,"Ing1",0.99268282227055,1.17327654860882,0.2,0.4,0.580186915887851
"Ing1_3",1.19075100820109,"Ing1",1.08958971490386,1.35847009922251,0,0,0
"Ing2_1",0.985760543755595,"Ing2",0.907398310614316,1.09434121502057,0.5,1,1
"Ing2_2",0.978206462094969,"Ing2",0.926860862995216,1.0760832944159,0.1,0.2,0.38320987654321
"Ing2_3",1.08843938642736,"Ing2",1.01152737707498,1.15061758545847,0,0,0
"Ing3_1",0.909988756269805,"Ing3",0.817481408044791,1.10781172337591,0.1,0.2,0.38320987654321
"Ing3_2",0.907825375647617,"Ing3",0.841790329215035,0.981659668923985,0,0,0
"Ing3_3",0.950955690556699,"Ing3",0.848802937401072,0.998995578882179,0,0,0
"Ing4_1",0.958987892931114,"Ing4",0.898842450240772,1.02178728676941,0.1,0.2,0.38320987654321
"Ing4_2",0.981200955877149,"Ing4",0.912596451177025,1.05567471311722,0.3,0.6,0.74496
"Ing4_3",0.896901058272137,"Ing4",0.834857318130968,0.984035998672823,0,0,0
"Ino80c_1",0.986003777161118,"Ino80c",0.918414090224476,1.08517130840998,0.3,0.6,0.74496
"Ino80c_2",1.07558287134047,"Ino80c",0.954457026264778,1.25694602024317,0.2,0.4,0.580186915887851
"Ino80c_3",0.901351179405872,"Ino80c",0.83646898043703,0.94121827424177,0,0,0
"Ino80d_1",0.945373487570622,"Ino80d",0.888159869345609,0.988776098484498,0,0,0
"Ino80d_2",0.970622517288097,"Ino80d",0.86169838875429,1.05499094569866,0.2,0.4,0.580186915887851
"Ino80d_3",0.929790401390679,"Ino80d",0.853137207009574,0.994409611115158,0,0,0
"Jade3_1",0.961523344798677,"Jade3",0.861379640507193,1.07071147745819,0.2,0.4,0.580186915887851
"Jade3_2",0.952688280752287,"Jade3",0.817535666539383,1.08869995497455,0.2,0.4,0.580186915887851
"Jade3_3",0.954957299983571,"Jade3",0.894400745384942,1.01997587121424,0.1,0.2,0.38320987654321
"Jarid2_1",0.980668976766883,"Jarid2",0.877449169457272,1.09528815379195,0.5,1,1
"Jarid2_2",1.0640078732468,"Jarid2",0.947164159631041,1.17464440101361,0.2,0.4,0.580186915887851
"Jarid2_3",1.05251907988444,"Jarid2",0.95645110372772,1.12128155063331,0.2,0.4,0.580186915887851
"Jmjd1c_1",1.01046450994593,"Jmjd1c",0.86938381753843,1.08810713789664,0.4,0.8,0.857458563535912
"Jmjd1c_2",1.08273295130056,"Jmjd1c",0.956499445280827,1.25554075065222,0.2,0.4,0.580186915887851
